sort,study,ref,source,species,taxon,thermy,growth,climate_pop,climate_sp,breeding,dispersal,migration,mating,parenting,SSD,ageclass,trait,unit,direction,category,background,Mean_M,SD_M,M_n,Mean_F,SD_F,F_n,behavioural categories,physiological category,Dependency temporal level,Dependency individual level,Dependency behaviour,notes,include_1,reason for exclusion,include_2
316,A12,"Angelier, F; Bost, CA; Giraudeau, M; Bouteloup, G; Dano, S; Chastel, O",10.1016/j.ygcen.2007.12.001,Pygoscelis adeliae,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,pre-trip body condition,NA,high values = fast,physiology,wild,0.21,1.17,9.00,-0.43,0.87,9.00,NA,,2,1,NA, ,0,undefined effect size,0
317,A12,"Angelier, F; Bost, CA; Giraudeau, M; Bouteloup, G; Dano, S; Chastel, O",10.1016/j.ygcen.2007.12.001,Pygoscelis adeliae,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,post-trip body condition,NA,high values = fast,physiology,wild,0.30,1.07,8.00,-0.11,0.99,9.00,NA,,2,1,NA, ,0,undefined effect size,0
318,A12,"Angelier, F; Bost, CA; Giraudeau, M; Bouteloup, G; Dano, S; Chastel, O",10.1016/j.ygcen.2007.12.001,Pygoscelis adeliae,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,time at seas,h,high values = fast,behavior,wild,53.78,31.35,9.00,57.21,20.61,9.00,foraging,,0,1,1, ,0,", not a POLS trait",0
319,A12,"Angelier, F; Bost, CA; Giraudeau, M; Bouteloup, G; Dano, S; Chastel, O",10.1016/j.ygcen.2007.12.001,Pygoscelis adeliae,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,maximal forage range ,km,high values = fast,behavior,wild,65.20,36.81,5.00,94.72,12.88,4.00,foraging,,0,1,1, ,0,", not a POLS trait",0
320,A12,"Angelier, F; Bost, CA; Giraudeau, M; Bouteloup, G; Dano, S; Chastel, O",10.1016/j.ygcen.2007.12.001,Pygoscelis adeliae,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,daily distance traveled,km/day,high values = fast,behavior,wild,3.24,1.01,5.00,3.75,0.80,4.00,foraging,,0,1,1, ,0,", not a POLS trait",0
321,A12,"Angelier, F; Bost, CA; Giraudeau, M; Bouteloup, G; Dano, S; Chastel, O",10.1016/j.ygcen.2007.12.001,Pygoscelis adeliae,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Index of foraging effort,NA,high values = fast,behavior,wild,0.18,1.08,4.00,-0.15,1.12,5.00,foraging,,0,1,1, ,0,", not a POLS trait",0
322,A15,"Angelier, F; Holberton, RL; Marra, PP",10.1098/rspb.2009.0868,Setophaga ruticilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
323,A16,"Angelier, F; Moe, B; Blanc, S; Chastel, O",10.1086/603634,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,Both,NA,NA,corticosterone baseline incubatin bird,ng/ml,high values = slow,physiology,wild,5.00,1.57,24.00,4.67,3.94,24.00,NA,baseline,1,1,NA, ,1,,1
324,A16,"Angelier, F; Moe, B; Blanc, S; Chastel, O",10.1086/603634,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,corticosterone baseline failed breeder,ng/ml,high values = slow,physiology,wild,3.67,1.34,8.00,2.67,3.12,8.00,NA,baseline,2,2,NA, ,1,,1
325,A16,"Angelier, F; Moe, B; Blanc, S; Chastel, O",10.1086/603634,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,corticosterone stress incubating bird,ng/ml,high values = slow,physiology,wild,57.20,9.90,24.00,46.70,27.58,24.00,NA,stressed,1,1,NA, ,1,,1
326,A16,"Angelier, F; Moe, B; Blanc, S; Chastel, O",10.1086/603634,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,corticosterone stress failed breeder,ng/ml,high values = slow,physiology,wild,49.00,21.44,8.00,57.50,21.90,8.00,NA,stressed,2,2,NA, ,1,,1
327,A16,"Angelier, F; Moe, B; Blanc, S; Chastel, O",10.1086/603634,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,prolactin baseline incubating bird,ng/ml,high values = slow,physiology,wild,83.67,25.21,24.00,100.67,17.33,24.00,NA,baseline,3,1,NA, ,1,,1
328,A16,"Angelier, F; Moe, B; Blanc, S; Chastel, O",10.1086/603634,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,prolactin baseline failed breeder,ng/ml,high values = slow,physiology,wild,61.67,22.33,8.00,70.00,21.44,8.00,NA,baseline,4,2,NA, ,1,,1
329,A16,"Angelier, F; Moe, B; Blanc, S; Chastel, O",10.1086/603634,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,prolactin stress incubating bird,ng/ml,high values = slow,physiology,wild,64.33,10.24,24.00,75.67,11.82,24.00,NA,stressed,3,1,NA, ,1,,1
330,A16,"Angelier, F; Moe, B; Blanc, S; Chastel, O",10.1086/603634,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,prolactin stress failed breeder,ng/ml,high values = slow,physiology,wild,47.33,8.04,8.00,57.33,10.72,8.00,NA,stressed,4,2,NA, ,1,,1
331,A17,"Angelier, F; Moe, B; Weimerskirch, H; Chastel, O",10.1111/j.1365-2656.2007.01295.x,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,baseline corticosterone,ng/ml,high values = slow,physiology,wild,5.00,2.40,24.00,5.00,2.40,24.00,NA,baseline,1,1,NA,Fig 3 ,1,,1
332,A17,"Angelier, F; Moe, B; Weimerskirch, H; Chastel, O",10.1111/j.1365-2656.2007.01295.x,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,stress corticosterone,ng/ml,high values = slow,physiology,wild,56.00,48.00,24.00,48.00,72.00,24.00,NA,stressed,1,1,NA,Fig 3 ,1,,1
333,A17,"Angelier, F; Moe, B; Weimerskirch, H; Chastel, O",10.1111/j.1365-2656.2007.01295.x,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,baseline prolactin,ng/ml,high values = slow,physiology,wild,85.00,48.00,24.00,100.00,48.00,24.00,NA,baseline,2,1,NA,Fig 3 ,1,,1
334,A17,"Angelier, F; Moe, B; Weimerskirch, H; Chastel, O",10.1111/j.1365-2656.2007.01295.x,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,stress prolactin,ng/ml,high values = slow,physiology,wild,64.00,24.00,24.00,80.00,48.00,24.00,NA,stressed,2,1,NA,Fig 3 ,1,,1
335,A18,"Angelier, F; Shaffer, SA; Weimerskirch, H; Trouve, C; Chastel, O",10.1086/512585,Diomedea exulans,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,pre-trip corticosterone,ng/ml,high values = slow,physiology,wild,10.47,19.83,11.00,7.24,13.80,5.00,NA,baseline,1,1,NA, ,1,,1
336,A18,"Angelier, F; Shaffer, SA; Weimerskirch, H; Trouve, C; Chastel, O",10.1086/512585,Diomedea exulans,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,post-trip corticosterone,ng/ml,high values = slow,physiology,wild,6.23,8.89,7.00,3.84,2.86,4.00,NA,stressed,1,1,NA, ,1,,1
337,A18,"Angelier, F; Shaffer, SA; Weimerskirch, H; Trouve, C; Chastel, O",10.1086/512585,Diomedea exulans,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,time at seas,days,high values = fast,behavior,wild,10.93,13.86,11.00,10.15,5.08,5.00,NA,,0,1,NA, ,1,,0
338,A18,"Angelier, F; Shaffer, SA; Weimerskirch, H; Trouve, C; Chastel, O",10.1086/512585,Diomedea exulans,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,daily distance covered,km/day,high values = fast,behavior,wild,514.33,504.33,9.00,526.40,118.29,5.00,foraging,,0,1,1, ,0,", not a POLS trait",0
339,A18,"Angelier, F; Shaffer, SA; Weimerskirch, H; Trouve, C; Chastel, O",10.1086/512585,Diomedea exulans,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,maximal forage range ,km,high values = fast,behavior,wild,1257.00,1971.90,9.00,1251.40,696.29,5.00,foraging,,0,1,1, ,0,", not a POLS trait",0
340,A21,"Angelier, F; Wingfield, JC; Parenteau, C; Pelle, M; Chastel, O",10.1016/j.yhbeh.2014.11.009,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,baseline prolactin level non-fasting,ng/ml,high values = slow,physiology,wild,145.00,16.00,16.00,232.00,23.24,15.00,NA,baseline,1,1,NA,Fig. 3 ,1,,1
341,A21,"Angelier, F; Wingfield, JC; Parenteau, C; Pelle, M; Chastel, O",10.1016/j.yhbeh.2014.11.009,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,stress prolactin level non-fasting,ng/ml,high values = slow,physiology,wild,92.00,8.00,16.00,175.00,11.62,15.00,NA,stressed,1,1,NA,Fig. 3 ,1,,1
342,A21,"Angelier, F; Wingfield, JC; Parenteau, C; Pelle, M; Chastel, O",10.1016/j.yhbeh.2014.11.009,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,baseline prolactin level fasting,ng/ml,high values = slow,physiology,wild,145.00,18.71,14.00,227.00,18.71,14.00,NA,baseline,2,2,NA,Fig. 3 ,1,,1
343,A21,"Angelier, F; Wingfield, JC; Parenteau, C; Pelle, M; Chastel, O",10.1016/j.yhbeh.2014.11.009,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,stress prolactin level fasting,ng/ml,high values = slow,physiology,wild,100.00,7.48,14.00,118.00,11.22,14.00,NA,stressed,2,2,NA,Fig. 3 ,1,,1
344,A21,"Angelier, F; Wingfield, JC; Parenteau, C; Pelle, M; Chastel, O",10.1016/j.yhbeh.2014.11.009,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,stress recovery 30min prolactin non-fasting,ng/ml,high values = slow,physiology,wild,85.00,5.51,13.50,174.00,7.35,13.50,NA,stressed,3,1,NA,Fig. 3 ,1,,1
345,A21,"Angelier, F; Wingfield, JC; Parenteau, C; Pelle, M; Chastel, O",10.1016/j.yhbeh.2014.11.009,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,stress recovery 50min prolactin non-fasting,ng/ml,high values = slow,physiology,wild,86.00,5.51,13.50,174.00,7.35,13.50,NA,stressed,3,1,NA,Fig. 3 ,1,,1
346,A21,"Angelier, F; Wingfield, JC; Parenteau, C; Pelle, M; Chastel, O",10.1016/j.yhbeh.2014.11.009,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,stress recovery 30min prolactin fasting,ng/ml,high values = slow,physiology,wild,100.00,6.48,10.50,170.00,6.48,10.50,NA,stressed,4,2,NA,Fig. 3 ,1,,1
347,A21,"Angelier, F; Wingfield, JC; Parenteau, C; Pelle, M; Chastel, O",10.1016/j.yhbeh.2014.11.009,Pagodroma nivea,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,stress recovery 50min prolactin fasting,ng/ml,high values = slow,physiology,wild,85.00,6.48,10.50,168.00,6.48,10.50,NA,stressed,4,2,NA,Fig. 3 ,1,,1
348,A22,"Angelier, F; Wingfield, JC; Weimerskirch, H; Chastel, O",10.1098/rsbl.2010.0376,Thalassarche melanophrys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
349,A39,"Becker, PH; Dittmann, T; Ludwigs, JD; Limmer, B; Ludwig, SC; Bauch, C; Braasch, A; Wendeln, H",10.1073/pnas.0804179105,Sterna hirundo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"calendar dates, scale issue, ",0
350,A47,"Bijleveld, AI; Massourakis, G; van der Marel, A; Dekinga, A; Spaans, B; van Gils, JA; Piersma, T",10.1098/rspb.2013.3135,Calidris canutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
351,A48,"Biro, PA; Adriaenssens, B; Sampson, P",10.1111/1365-2656.12210,Cherax destructor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
352,A50,"Bize, P; Devevey, G; Monaghan, P; Doligez, B; Christe, P",10.1890/07-1135.1,Apus melba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
353,A52,"Blackmer, AL; Mauck, RA; Ackerman, JT; Huntington, CE; Nevitt, GA; Williams, JB",10.1093/beheco/ari069, Oceanodroma leucorhoa,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,BMR year 2000,kJ/day,high values = fast,physiology,wild,52.60,46.52,23.00,51.50,38.50,25.00,NA,other,1,1,NA, ,1,,1
354,A52,"Blackmer, AL; Mauck, RA; Ackerman, JT; Huntington, CE; Nevitt, GA; Williams, JB",10.1093/beheco/ari069, Oceanodroma leucorhoa,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,BMR year 2001,kJ/day,high values = fast,physiology,wild,46.40,29.69,17.00,47.30,28.85,18.00,NA,other,1,1,NA, ,1,,1
355,A57,"Blumstein, DT; Flores, G; Munoz, NE",10.1111/eth.12351,Marmota flaviventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
356,A59,"Bokony, V; Lendvai, AZ; Liker, A; Angelier, F; Wingfield, JC; Chastel, O",10.1086/597610,several,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
357,A66,"Bouwhuis, S; Quinn, JL; Sheldon, BC; Verhulst, S",10.1111/j.1600-0706.2013.00654.x,Parus major,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,BMR,W,high values = fast,physiology,wild,0.46,0.74,340.00,0.44,0.70,340.00,NA,other,0,1,NA, ,1,,1
358,A66,"Bouwhuis, S; Quinn, JL; Sheldon, BC; Verhulst, S",10.1111/j.1600-0706.2013.00654.x,Parus major,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,time to reach BMR,h,high values = slow,physiology,wild,0.02,0.50,340.00,0.02,0.48,340.00,NA,other,0,1,NA, ,1,,1
359,A66,"Bouwhuis, S; Quinn, JL; Sheldon, BC; Verhulst, S",10.1111/j.1600-0706.2013.00654.x,Parus major,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,activty,# of movements per minute,high values = fast,behavior,wild,6.81,46.17,340.00,6.62,48.53,340.00,activity,,0,1,0, ,1,,1
360,A69,"Bowers, EK; Hodges, CJ; Forsman, AM; Vogel, LA; Masters, BS; Johnson, BGP; Johnson, LS; Thompson, CF; Sakaluk, SK",,Troglodytes aedon,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,years breeding in study area,y,high values = slow,life history,wild,1.50,0.79,63.00,1.54,1.03,63.00,NA,,0,1,NA, ,1,,1
361,A70,"Bowers, EK; Sakaluk, SK; Thompson, CF",10.1086/659630,Troglodytes aedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
362,A78,"Broggi, J; Orell, M; Hohtola, E; Nilson, JA",10.1111/j.0021-8790.2004.00872.x,Parus major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
363,A79,"Brown, C; Bibost, AL",10.1007/s00265-014-1712-0,Melanotaenia nigrans.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
364,A83,"Brust, V; Wuerz, Y; Kruger, O",10.1111/eth.12095,Taeniopygia guttata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
365,A84,"Bryan-Walker, K; Leung, TLF; Poulin, R",10.1007/s00227-007-0725-x,Paracalliope novizealandiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
366,A86,"Buchanan, KL; Goldsmith, AR; Hinde, CA; Griffith, SC; Kilner, RM",10.1016/j.yhbeh.2007.08.009,Serinus canaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
367,A89,"Buehler, DM; Vezina, F; Goymann, W; Schwabl, I; Versteegh, M; Tieleman, BI; Piersma, T",10.1111/j.1420-9101.2012.02543.x,Calidris canutus islandica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
368,A90,"Bulit, F; Barrionuevo, M; Massoni, V",10.1111/j.1600-048X.2013.00266.x,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
369,A97,"Careau, V; Montiglio, PO; Garant, D; Pelletier, F; Speakman, JR; Humphries, MM; Reale, D",10.1007/s00265-015-1876-2,Tamias striatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"sex in model but no results given, ",0
370,A100,"Careau, V; Thomas, D; Pelletier, F; Turki, L; Landry, F; Garant, D; Reale, D",10.1111/j.1420-9101.2011.02344.x,Peromyscus maniculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
371,A112,"Class, AM; Moore, IT",10.1007/s00442-013-2636-5,Zonotrichia capensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only proportions, ",0
372,A115,"Cohen, AA; Bowman, R; Boughton, RK; Bridge, E; Heiss, RS; Schoech, SJ; McGraw, KJ",10.1139/cjz-2012-0243,Aphelocoma coerulescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"sex in model but no results given, ",0
373,A117,"Cohen, AA; Mauck, RA; Wheelwright, NT; Huntington, CE; McGraw, KJ",10.1111/j.1600-0706.2009.17785.x,"Oceanodroma leucorhoa, Passerculus sandwichensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
374,A123,"Cook, KV; Crossin, GT; Patterson, DA; Hinch, SG; Gilmour, KM; Cooke, SJ",10.1016/j.ygcen.2014.04.008,Oncorhynchus nerka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
375,A124,"Cook, KV; McConnachie, SH; Gilmour, KM; Hinch, SG; Cooke, SJ",10.1016/j.yhbeh.2011.07.017,Oncorhynchus nerka,fish,NA,NA,NA,NA,semelparous,NA,NA,polygyny,none,NA,NA,baseline cortisol,ng/ml,high values = slow,physiology,wild,147.56,106.25,98.00,333.78,167.92,90.00,NA,baseline,1,1,NA, ,1,,1
376,A124,"Cook, KV; McConnachie, SH; Gilmour, KM; Hinch, SG; Cooke, SJ",10.1016/j.yhbeh.2011.07.017,Oncorhynchus nerka,fish,NA,NA,NA,NA,semelparous,NA,NA,polygyny,none,NA,NA,stressed cortisol,ng/ml,high values = slow,physiology,wild,249.69,131.87,98.00,496.93,208.71,90.00,NA,stressed,1,1,NA, ,1,,1
377,A124,"Cook, KV; McConnachie, SH; Gilmour, KM; Hinch, SG; Cooke, SJ",10.1016/j.yhbeh.2011.07.017,Oncorhynchus nerka,fish,NA,NA,NA,NA,semelparous,NA,NA,polygyny,none,NA,NA,longevity (days survived in spawning channel),days,high values = slow,life history,wild,9.50,3.00,98.00,9.00,3.00,90.00,NA,,0,1,NA, ,1,,1
378,A126,"Cook, KV; O'Connor, CM; McConnachie, SH; Gilmour, KM; Cooke, SJ",10.1016/j.cbpa.2011.12.002,Lepomis macrochirus,fish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"no sample sizes given, ",0
379,A134,"Coon, CAC; Warne, RW; Martin, LB",10.1152/ajpregu.00187.2010,Passer domesticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
380,A141,"Costantini, D; Monaghan, P; Metcalfe, NB",10.1242/jeb.083154,Taeniopygia guttata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"only model output, ",0
381,A148,"Cox, RM; John-Alder, HB",10.1242/jeb.01948,Sceloporus undulatus,reptile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA, ,0,"no sex-specific sample sizes given, ",0
382,A149,"Craig, HR; Kendall, S; Wild, T; Powell, AN",10.1642/AUK-15-41.1,Calcarius pictus,bird,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,both,NA,NA,annual return rate (for breeding in neighborhood),none,high values = slow,life history,wild,0.53,NA,54.00,0.37,NA,52.00,NA,,0,1,NA, ,0,,0
383,A149,"Craig, HR; Kendall, S; Wild, T; Powell, AN",10.1642/AUK-15-41.1,Calcarius pictus,bird,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,both,NA,NA,inter-annual nest distance (=adult dispersal),m,high values = fast,behavior,wild,300.90,432.66,34.00,325.20,355.67,24.00,dispersal,,0,1,NA, ,1,,1
384,A149,"Craig, HR; Kendall, S; Wild, T; Powell, AN",10.1642/AUK-15-41.1,Calcarius pictus,bird,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,both,NA,NA,survival rate,m,high values = slow,life history,wild,0.64,0.73,337.00,0.50,0.92,337.00,NA,,0,1,NA, ,1,,0
385,A149,"Craig, HR; Kendall, S; Wild, T; Powell, AN",10.1642/AUK-15-41.1,Calcarius pictus,bird,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,both,NA,NA,natal dispersal distance,m,high values = fast,life history,wild,1674.40,806.79,3.00,1674.40,806.79,3.00,NA,,0,1,NA, ,1,,1
386,A162,"David, M; Pinxten, R; Martens, T; Eens, M",10.1007/s00265-015-1921-1,Parus major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,0,"only model output, ",0
387,A176,"Dlugosz, EM; de Bellocq, JG; Khokhlova, IS; Degen, AA; Pinshow, B; Krasnov, BR",10.1242/jeb.106005,Acomys cahirinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,0,"only model output, ",0
388,A177,"Donaldson, MR; Clark, TD; Hinch, SG; Cooke, SJ; Patterson, DA; Gale, MK; Frappell, PB; Farrell, AP",10.1086/656336,Oncorhynchus kisutch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,0,"no results given because sex is non-significant, ",0
389,A178,"Donaldson, MR; Hinch, SG; Jeffries, KM; Patterson, DA; Cooke, SJ; Farrell, AP; Miller, KM",10.1016/j.cbpa.2014.02.019,Oncorhynchus sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,0,"only PC-scores, ",0
390,A179,"Dosmann, AJ; Brooks, KC; Mateo, JM",10.1111/eth.12320,Urocitellus beldingi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,0,"sex only included in model but no results given, ",0
391,A551,"Toomey, MB; Butler, MW; McGraw, KJ",10.1242/jeb.041004,Carpodacus mexicanus,bird,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,both,NA,NA,LPS antibody titre week 0,OD,high values = slow,physiology,semiwild,0.08,0.01,10.00,0.08,0.01,10.00,NA,immun,1,1,NA, ,1,,1
392,A551,"Toomey, MB; Butler, MW; McGraw, KJ",10.1242/jeb.041004,Carpodacus mexicanus,bird,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,both,NA,NA,LPS antibody titre week 2,OD,high values = slow,physiology,semiwild,0.18,0.08,10.00,0.12,0.01,10.00,NA,immun,1,1,NA, ,1,,1
393,A551,"Toomey, MB; Butler, MW; McGraw, KJ",10.1242/jeb.041004,Carpodacus mexicanus,bird,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,both,NA,NA,LPS antibody titre week 4,OD,high values = slow,physiology,semiwild,0.25,0.08,10.00,0.16,0.03,10.00,NA,immun,1,1,NA, ,1,,1
